STATION,NAME,DATE,PRCP,TMAX,TMIN
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",5/17/1988,0,86,54
USC00447338,"ROCKY MOUNT, VA US",5/17/1988,0,85,54
USC00444044,"HOLLAND 1 E, VA US",5/17/1988,0.18,85,59
USC00448829,"WALKERTON 2 NW, VA US",5/18/1988,1.56,79,59
USC00442208,"DALE ENTERPRISE, VA US",5/18/1988,0.82,63,55
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",5/18/1988,0.95,76,55
USC00447338,"ROCKY MOUNT, VA US",5/18/1988,0.85,78,55
USC00444044,"HOLLAND 1 E, VA US",5/18/1988,1.17,82,60
USC00448829,"WALKERTON 2 NW, VA US",5/19/1988,0,78,59
USC00442208,"DALE ENTERPRISE, VA US",5/19/1988,0.24,72,54
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",5/19/1988,0.84,77,51
USC00447338,"ROCKY MOUNT, VA US",5/19/1988,0.07,71,50
USC00444044,"HOLLAND 1 E, VA US",5/19/1988,0,78,56
USC00448829,"WALKERTON 2 NW, VA US",5/20/1988,0.48,77,61
USC00442208,"DALE ENTERPRISE, VA US",5/20/1988,0.19,71,53
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",5/20/1988,0.22,71,51
USC00447338,"ROCKY MOUNT, VA US",5/20/1988,0.44,73,50
USC00444044,"HOLLAND 1 E, VA US",5/20/1988,0.48,81,61
USC00448829,"WALKERTON 2 NW, VA US",5/21/1988,0.01,76,62
USC00442208,"DALE ENTERPRISE, VA US",5/21/1988,0.23,73,51
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",5/21/1988,0.05,70,54
USC00447338,"ROCKY MOUNT, VA US",5/21/1988,0.36,75,53
USC00444044,"HOLLAND 1 E, VA US",5/21/1988,0,83,61
USC00448829,"WALKERTON 2 NW, VA US",5/22/1988,0.44,81,60
USC00442208,"DALE ENTERPRISE, VA US",5/22/1988,0.01,81,51
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",5/22/1988,0.3,75,49
USC00447338,"ROCKY MOUNT, VA US",5/22/1988,0.27,81,54
USC00444044,"HOLLAND 1 E, VA US",5/22/1988,0.64,83,60
USC00448829,"WALKERTON 2 NW, VA US",5/23/1988,0,86,62
USC00442208,"DALE ENTERPRISE, VA US",5/23/1988,0,85,58
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",5/23/1988,0,81,55
USC00447338,"ROCKY MOUNT, VA US",5/23/1988,0,83,60
USC00444044,"HOLLAND 1 E, VA US",5/23/1988,0,85,63
USC00448829,"WALKERTON 2 NW, VA US",5/24/1988,0,85,64
USC00442208,"DALE ENTERPRISE, VA US",5/24/1988,0.39,80,58
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",5/24/1988,0.52,84,55
USC00447338,"ROCKY MOUNT, VA US",5/24/1988,0.06,86,58
USC00444044,"HOLLAND 1 E, VA US",5/24/1988,0,88,65
USC00448829,"WALKERTON 2 NW, VA US",5/25/1988,0.21,82,53
USC00442208,"DALE ENTERPRISE, VA US",5/25/1988,0.38,69,51
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",5/25/1988,0.84,78,51
USC00447338,"ROCKY MOUNT, VA US",5/25/1988,0.02,80,59
USC00444044,"HOLLAND 1 E, VA US",5/25/1988,0,86,63
USC00448829,"WALKERTON 2 NW, VA US",5/26/1988,0,69,43
USC00442208,"DALE ENTERPRISE, VA US",5/26/1988,0,69,34
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",5/26/1988,0.02,64,34
USC00447338,"ROCKY MOUNT, VA US",5/26/1988,0,71,42
USC00444044,"HOLLAND 1 E, VA US",5/26/1988,0.32,65,43
USC00448829,"WALKERTON 2 NW, VA US",5/27/1988,0,75,44
USC00442208,"DALE ENTERPRISE, VA US",5/27/1988,0,77,43
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",5/27/1988,0,64,39
USC00447338,"ROCKY MOUNT, VA US",5/27/1988,0,72,40
USC00444044,"HOLLAND 1 E, VA US",5/27/1988,0,70,44
USC00448829,"WALKERTON 2 NW, VA US",5/28/1988,0,77,48
USC00442208,"DALE ENTERPRISE, VA US",5/28/1988,0,79,47
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",5/28/1988,0,74,44
USC00447338,"ROCKY MOUNT, VA US",5/28/1988,0,75,40
USC00444044,"HOLLAND 1 E, VA US",5/28/1988,0,73,50
USC00448829,"WALKERTON 2 NW, VA US",5/29/1988,0,87,49
USC00442208,"DALE ENTERPRISE, VA US",5/29/1988,0,85,51
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",5/29/1988,0,78,47
USC00447338,"ROCKY MOUNT, VA US",5/29/1988,0,81,50
USC00444044,"HOLLAND 1 E, VA US",5/29/1988,0.07,67,56
USC00448829,"WALKERTON 2 NW, VA US",5/30/1988,0,90,57
USC00442208,"DALE ENTERPRISE, VA US",5/30/1988,0,88,54
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",5/30/1988,0,82,50
USC00447338,"ROCKY MOUNT, VA US",5/30/1988,0,87,53
USC00444044,"HOLLAND 1 E, VA US",5/30/1988,0,86,58
USC00448829,"WALKERTON 2 NW, VA US",5/31/1988,0,92,62
USC00442208,"DALE ENTERPRISE, VA US",5/31/1988,0,90,58
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",5/31/1988,0,84,55
USC00447338,"ROCKY MOUNT, VA US",5/31/1988,0,89,56
USC00444044,"HOLLAND 1 E, VA US",5/31/1988,0,90,62
USC00448829,"WALKERTON 2 NW, VA US",6/1/1988,0,90,64
USC00442208,"DALE ENTERPRISE, VA US",6/1/1988,0,89,55
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/1/1988,0,87,55
USC00447338,"ROCKY MOUNT, VA US",6/1/1988,0,92,60
USC00444044,"HOLLAND 1 E, VA US",6/1/1988,0,93,66
USC00448829,"WALKERTON 2 NW, VA US",6/2/1988,0.13,89,54
USC00442208,"DALE ENTERPRISE, VA US",6/2/1988,0.09,62,50
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/2/1988,0,87,56
USC00447338,"ROCKY MOUNT, VA US",6/2/1988,0,90,65
USC00444044,"HOLLAND 1 E, VA US",6/2/1988,0,92,66
USC00448829,"WALKERTON 2 NW, VA US",6/3/1988,0.27,67,45
USC00442208,"DALE ENTERPRISE, VA US",6/3/1988,0.48,53,48
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/3/1988,0.62,63,47
USC00447338,"ROCKY MOUNT, VA US",6/3/1988,0.75,85,50
USC00444044,"HOLLAND 1 E, VA US",6/3/1988,0.34,70,53
USC00448829,"WALKERTON 2 NW, VA US",6/4/1988,0,66,44
USC00442208,"DALE ENTERPRISE, VA US",6/4/1988,0,65,39
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/4/1988,0,78,39
USC00447338,"ROCKY MOUNT, VA US",6/4/1988,0.23,62,42
USC00444044,"HOLLAND 1 E, VA US",6/4/1988,0.74,59,45
USC00448829,"WALKERTON 2 NW, VA US",6/5/1988,0,78,44
USC00442208,"DALE ENTERPRISE, VA US",6/5/1988,0,78,41
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/5/1988,0,65,35
USC00447338,"ROCKY MOUNT, VA US",6/5/1988,0,70,43
USC00444044,"HOLLAND 1 E, VA US",6/5/1988,0,69,48
USC00448829,"WALKERTON 2 NW, VA US",6/6/1988,0,89,63
USC00442208,"DALE ENTERPRISE, VA US",6/6/1988,0,87,62
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/6/1988,0,77,50
USC00447338,"ROCKY MOUNT, VA US",6/6/1988,0,79,48
USC00444044,"HOLLAND 1 E, VA US",6/6/1988,0,72,59
USC00448829,"WALKERTON 2 NW, VA US",6/7/1988,0,91,67
USC00442208,"DALE ENTERPRISE, VA US",6/7/1988,0,90,64
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/7/1988,0,88,67
USC00447338,"ROCKY MOUNT, VA US",6/7/1988,0,90,65
USC00444044,"HOLLAND 1 E, VA US",6/7/1988,0,92,68
USC00448829,"WALKERTON 2 NW, VA US",6/8/1988,0,90,62
USC00442208,"DALE ENTERPRISE, VA US",6/8/1988,0,91,59
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/8/1988,0,87,51
USC00447338,"ROCKY MOUNT, VA US",6/8/1988,0,90,62
USC00444044,"HOLLAND 1 E, VA US",6/8/1988,0,94,63
USC00448829,"WALKERTON 2 NW, VA US",6/9/1988,0.14,80,55
USC00442208,"DALE ENTERPRISE, VA US",6/9/1988,0.31,78,48
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/9/1988,0,86,57
USC00447338,"ROCKY MOUNT, VA US",6/9/1988,0,90,63
USC00444044,"HOLLAND 1 E, VA US",6/9/1988,0,92,66
USC00448829,"WALKERTON 2 NW, VA US",6/10/1988,0.03,69,50
USC00442208,"DALE ENTERPRISE, VA US",6/10/1988,0,67,41
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/10/1988,0.24,58,41
USC00447338,"ROCKY MOUNT, VA US",6/10/1988,0.77,71,49
USC00444044,"HOLLAND 1 E, VA US",6/10/1988,0.71,74,55
USC00448829,"WALKERTON 2 NW, VA US",6/11/1988,0,74,48
USC00442208,"DALE ENTERPRISE, VA US",6/11/1988,0,73,42
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/11/1988,0,65,37
USC00447338,"ROCKY MOUNT, VA US",6/11/1988,0,67,43
USC00444044,"HOLLAND 1 E, VA US",6/11/1988,0,72,48
USC00448829,"WALKERTON 2 NW, VA US",6/12/1988,0,83,48
USC00442208,"DALE ENTERPRISE, VA US",6/12/1988,0,83,42
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/12/1988,0,72,41
USC00447338,"ROCKY MOUNT, VA US",6/12/1988,0,77,43
USC00444044,"HOLLAND 1 E, VA US",6/12/1988,0,75,50
USC00448829,"WALKERTON 2 NW, VA US",6/13/1988,0,89,53
USC00442208,"DALE ENTERPRISE, VA US",6/13/1988,0,87,51
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/13/1988,0,78,46
USC00447338,"ROCKY MOUNT, VA US",6/13/1988,0,83,50
USC00444044,"HOLLAND 1 E, VA US",6/13/1988,0,83,53
USC00448829,"WALKERTON 2 NW, VA US",6/14/1988,0,92,58
USC00442208,"DALE ENTERPRISE, VA US",6/14/1988,0,90,56
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/14/1988,0,85,50
USC00447338,"ROCKY MOUNT, VA US",6/14/1988,0,86,53
USC00444044,"HOLLAND 1 E, VA US",6/14/1988,0,89,58
USC00448829,"WALKERTON 2 NW, VA US",6/15/1988,0,94,61
USC00442208,"DALE ENTERPRISE, VA US",6/15/1988,0,90,60
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/15/1988,0,87,53
USC00447338,"ROCKY MOUNT, VA US",6/15/1988,0,88,55
USC00444044,"HOLLAND 1 E, VA US",6/15/1988,0,90,61
USC00448829,"WALKERTON 2 NW, VA US",6/16/1988,0,92,66
USC00442208,"DALE ENTERPRISE, VA US",6/16/1988,0,91,60
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/16/1988,0,89,56
USC00447338,"ROCKY MOUNT, VA US",6/16/1988,0,90,57
USC00444044,"HOLLAND 1 E, VA US",6/16/1988,0,90,62
USC00448829,"WALKERTON 2 NW, VA US",6/17/1988,0.1,88,66
USC00442208,"DALE ENTERPRISE, VA US",6/17/1988,0.5,84,60
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/17/1988,0,88,64
USC00447338,"ROCKY MOUNT, VA US",6/17/1988,0.03,89,62
USC00444044,"HOLLAND 1 E, VA US",6/17/1988,0,88,66
USC00448829,"WALKERTON 2 NW, VA US",6/18/1988,0.21,84,65
USC00442208,"DALE ENTERPRISE, VA US",6/18/1988,0,83,58
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/18/1988,0,76,54
USC00447338,"ROCKY MOUNT, VA US",6/18/1988,0.17,84,62
USC00444044,"HOLLAND 1 E, VA US",6/18/1988,0.55,88,64
USC00448829,"WALKERTON 2 NW, VA US",6/19/1988,0,88,66
USC00442208,"DALE ENTERPRISE, VA US",6/19/1988,0,86,63
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/19/1988,0,82,60
USC00447338,"ROCKY MOUNT, VA US",6/19/1988,0.91,84,64
USC00444044,"HOLLAND 1 E, VA US",6/19/1988,0,84,66
USC00448829,"WALKERTON 2 NW, VA US",6/20/1988,0.18,90,66
USC00442208,"DALE ENTERPRISE, VA US",6/20/1988,0,88,61
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/20/1988,0,84,59
USC00447338,"ROCKY MOUNT, VA US",6/20/1988,0,85,64
USC00444044,"HOLLAND 1 E, VA US",6/20/1988,0.07,88,68
USC00448829,"WALKERTON 2 NW, VA US",6/21/1988,0,94,67
USC00442208,"DALE ENTERPRISE, VA US",6/21/1988,0,95,63
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/21/1988,0.17,81,59
USC00447338,"ROCKY MOUNT, VA US",6/21/1988,0,90,64
USC00444044,"HOLLAND 1 E, VA US",6/21/1988,0,89,66
USC00448829,"WALKERTON 2 NW, VA US",6/22/1988,0,97,70
USC00442208,"DALE ENTERPRISE, VA US",6/22/1988,0,96,65
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/22/1988,0,93,60
USC00447338,"ROCKY MOUNT, VA US",6/22/1988,0,93,67
USC00444044,"HOLLAND 1 E, VA US",6/22/1988,0,92,71
USC00448829,"WALKERTON 2 NW, VA US",6/23/1988,0,94,75
USC00442208,"DALE ENTERPRISE, VA US",6/23/1988,0.49,93,68
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/23/1988,0.02,96,63
USC00447338,"ROCKY MOUNT, VA US",6/23/1988,0,96,71
USC00444044,"HOLLAND 1 E, VA US",6/23/1988,0,95,71
USC00448829,"WALKERTON 2 NW, VA US",6/24/1988,0.08,83,66
USC00442208,"DALE ENTERPRISE, VA US",6/24/1988,0,80,63
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/24/1988,0.01,91,64
USC00447338,"ROCKY MOUNT, VA US",6/24/1988,0.53,96,70
USC00444044,"HOLLAND 1 E, VA US",6/24/1988,0.3,96,64
USC00448829,"WALKERTON 2 NW, VA US",6/25/1988,0,81,60
USC00442208,"DALE ENTERPRISE, VA US",6/25/1988,0,87,63
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/25/1988,0,78,64
USC00447338,"ROCKY MOUNT, VA US",6/25/1988,0,72,67
USC00444044,"HOLLAND 1 E, VA US",6/25/1988,0,80,57
USC00448829,"WALKERTON 2 NW, VA US",6/26/1988,0.66,96,69
USC00442208,"DALE ENTERPRISE, VA US",6/26/1988,0,93,70
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/26/1988,0,87,70
USC00447338,"ROCKY MOUNT, VA US",6/26/1988,0,87,67
USC00444044,"HOLLAND 1 E, VA US",6/26/1988,0,83,66
USC00448829,"WALKERTON 2 NW, VA US",6/27/1988,0,77,59
USC00442208,"DALE ENTERPRISE, VA US",6/27/1988,0,78,43
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/27/1988,0,94,46
USC00447338,"ROCKY MOUNT, VA US",6/27/1988,0,95,57
USC00444044,"HOLLAND 1 E, VA US",6/27/1988,0.87,92,60
USC00448829,"WALKERTON 2 NW, VA US",6/28/1988,0,83,52
USC00442208,"DALE ENTERPRISE, VA US",6/28/1988,0,85,47
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/28/1988,0,75,45
USC00447338,"ROCKY MOUNT, VA US",6/28/1988,0,79,52
USC00444044,"HOLLAND 1 E, VA US",6/28/1988,0,77,54
USC00448829,"WALKERTON 2 NW, VA US",6/29/1988,0,83,65
USC00442208,"DALE ENTERPRISE, VA US",6/29/1988,0,85,47
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/29/1988,0,81,54
USC00447338,"ROCKY MOUNT, VA US",6/29/1988,0,83,52
USC00444044,"HOLLAND 1 E, VA US",6/29/1988,0,83,64
USC00448829,"WALKERTON 2 NW, VA US",6/30/1988,0,81,60
USC00442208,"DALE ENTERPRISE, VA US",6/30/1988,0,78,51
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/30/1988,0,79,47
USC00447338,"ROCKY MOUNT, VA US",6/30/1988,0.14,85,60
USC00444044,"HOLLAND 1 E, VA US",6/30/1988,0.03,83,64
USC00448829,"WALKERTON 2 NW, VA US",7/1/1988,0,77,50
USC00442208,"DALE ENTERPRISE, VA US",7/1/1988,0,74,44
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/1/1988,0,77,41
USC00447338,"ROCKY MOUNT, VA US",7/1/1988,0.05,78,48
USC00444044,"HOLLAND 1 E, VA US",7/1/1988,0,80,56
USC00448829,"WALKERTON 2 NW, VA US",7/2/1988,0,80,49
USC00442208,"DALE ENTERPRISE, VA US",7/2/1988,0,82,50
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/2/1988,0,80,46
USC00447338,"ROCKY MOUNT, VA US",7/2/1988,0,80,48
USC00444044,"HOLLAND 1 E, VA US",7/2/1988,0,77,52
USC00448829,"WALKERTON 2 NW, VA US",7/3/1988,0,89,53
USC00442208,"DALE ENTERPRISE, VA US",7/3/1988,0,87,49
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/3/1988,0,84,51
USC00447338,"ROCKY MOUNT, VA US",7/3/1988,0,84,50
USC00444044,"HOLLAND 1 E, VA US",7/3/1988,0,81,57
USC00448829,"WALKERTON 2 NW, VA US",7/4/1988,0,89,63
USC00442208,"DALE ENTERPRISE, VA US",7/4/1988,0,89,55
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/4/1988,0,84,51
USC00447338,"ROCKY MOUNT, VA US",7/4/1988,0,83,55
USC00444044,"HOLLAND 1 E, VA US",7/4/1988,0,86,65
USC00448829,"WALKERTON 2 NW, VA US",7/5/1988,0,88,55
USC00442208,"DALE ENTERPRISE, VA US",7/5/1988,0,89,57
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/5/1988,0,85,53
USC00447338,"ROCKY MOUNT, VA US",7/5/1988,0,84,56
USC00444044,"HOLLAND 1 E, VA US",7/5/1988,0,87,55
USC00448829,"WALKERTON 2 NW, VA US",7/6/1988,0,92,57
USC00442208,"DALE ENTERPRISE, VA US",7/6/1988,0,93,57
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/6/1988,0,86,50
USC00447338,"ROCKY MOUNT, VA US",7/6/1988,0,85,53
USC00444044,"HOLLAND 1 E, VA US",7/6/1988,0,86,56
USC00448829,"WALKERTON 2 NW, VA US",7/7/1988,0,98,66
USC00442208,"DALE ENTERPRISE, VA US",7/7/1988,0,97,62
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/7/1988,0,91,58
USC00447338,"ROCKY MOUNT, VA US",7/7/1988,0,90,55
USC00444044,"HOLLAND 1 E, VA US",7/7/1988,0,89,63
USC00448829,"WALKERTON 2 NW, VA US",7/8/1988,0,93,69
USC00442208,"DALE ENTERPRISE, VA US",7/8/1988,0,97,65
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/8/1988,0,95,61
USC00447338,"ROCKY MOUNT, VA US",7/8/1988,0.03,98,65
USC00444044,"HOLLAND 1 E, VA US",7/8/1988,0,95,67
USC00448829,"WALKERTON 2 NW, VA US",7/9/1988,0,91,70
USC00442208,"DALE ENTERPRISE, VA US",7/9/1988,0.01,96,65
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/9/1988,0,95,60
USC00447338,"ROCKY MOUNT, VA US",7/9/1988,0.05,98,65
USC00444044,"HOLLAND 1 E, VA US",7/9/1988,0,88,69
USC00448829,"WALKERTON 2 NW, VA US",7/10/1988,0,98,70
USC00442208,"DALE ENTERPRISE, VA US",7/10/1988,0.05,95,63
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/10/1988,0.05,94,58
USC00447338,"ROCKY MOUNT, VA US",7/10/1988,0,102,65
USC00444044,"HOLLAND 1 E, VA US",7/10/1988,0.1,91,69
USC00448829,"WALKERTON 2 NW, VA US",7/11/1988,0,96,72
USC00442208,"DALE ENTERPRISE, VA US",7/11/1988,0.6,95,62
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/11/1988,0.3,95,61
USC00447338,"ROCKY MOUNT, VA US",7/11/1988,0,96,69
USC00444044,"HOLLAND 1 E, VA US",7/11/1988,0,93,75
USC00448829,"WALKERTON 2 NW, VA US",7/12/1988,0.24,94,76
USC00442208,"DALE ENTERPRISE, VA US",7/12/1988,0.21,78,67
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/12/1988,1.15,94,67
USC00447338,"ROCKY MOUNT, VA US",7/12/1988,0,95,71
USC00444044,"HOLLAND 1 E, VA US",7/12/1988,0,95,75
USC00448829,"WALKERTON 2 NW, VA US",7/13/1988,0.02,90,72
USC00442208,"DALE ENTERPRISE, VA US",7/13/1988,0.35,86,63
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/13/1988,0.8,81,64
USC00447338,"ROCKY MOUNT, VA US",7/13/1988,2.15,80,69
USC00444044,"HOLLAND 1 E, VA US",7/13/1988,0.13,85,72
USC00448829,"WALKERTON 2 NW, VA US",7/14/1988,0,94,70
USC00442208,"DALE ENTERPRISE, VA US",7/14/1988,0,94,63
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/14/1988,0,85,64
USC00447338,"ROCKY MOUNT, VA US",7/14/1988,0.08,80,65
USC00444044,"HOLLAND 1 E, VA US",7/14/1988,0,90,70
USC00448829,"WALKERTON 2 NW, VA US",7/15/1988,0,96,72
USC00442208,"DALE ENTERPRISE, VA US",7/15/1988,0,95,71
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/15/1988,0,91,67
USC00447338,"ROCKY MOUNT, VA US",7/15/1988,0,91,69
USC00444044,"HOLLAND 1 E, VA US",7/15/1988,0,90,73
USC00448829,"WALKERTON 2 NW, VA US",7/16/1988,0,101,71
USC00442208,"DALE ENTERPRISE, VA US",7/16/1988,0,100,67
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/16/1988,0,95,64
USC00447338,"ROCKY MOUNT, VA US",7/16/1988,0,96,70
USC00444044,"HOLLAND 1 E, VA US",7/16/1988,0,97,72
USC00448829,"WALKERTON 2 NW, VA US",7/17/1988,0,99,76
USC00442208,"DALE ENTERPRISE, VA US",7/17/1988,0,97,70
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/17/1988,0,98,66
USC00447338,"ROCKY MOUNT, VA US",7/17/1988,0,98,70
USC00444044,"HOLLAND 1 E, VA US",7/17/1988,0,98,74
USC00448829,"WALKERTON 2 NW, VA US",7/18/1988,0.01,98,73
USC00442208,"DALE ENTERPRISE, VA US",7/18/1988,0,96,66
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/18/1988,0,94,64
USC00447338,"ROCKY MOUNT, VA US",7/18/1988,0.53,96,71
USC00444044,"HOLLAND 1 E, VA US",7/18/1988,0,96,78
USC00448829,"WALKERTON 2 NW, VA US",7/19/1988,0.34,96,74
USC00442208,"DALE ENTERPRISE, VA US",7/19/1988,0.14,89,69
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/19/1988,1.1,89,70
USC00447338,"ROCKY MOUNT, VA US",7/19/1988,0.25,92,69
USC00444044,"HOLLAND 1 E, VA US",7/19/1988,0.51,95,72
USC00448829,"WALKERTON 2 NW, VA US",7/20/1988,0.01,89,74
USC00442208,"DALE ENTERPRISE, VA US",7/20/1988,0,93,69
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/20/1988,0.45,89,69
USC00447338,"ROCKY MOUNT, VA US",7/20/1988,1.17,90,69
USC00444044,"HOLLAND 1 E, VA US",7/20/1988,1.3,93,70
USC00448829,"WALKERTON 2 NW, VA US",7/21/1988,0,91,75
USC00442208,"DALE ENTERPRISE, VA US",7/21/1988,0.11,82,71
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/21/1988,0,88,71
USC00447338,"ROCKY MOUNT, VA US",7/21/1988,0,90,70
USC00444044,"HOLLAND 1 E, VA US",7/21/1988,0.7,82,69
USC00448829,"WALKERTON 2 NW, VA US",7/22/1988,1.29,89,71
USC00442208,"DALE ENTERPRISE, VA US",7/22/1988,0.44,84,67
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/22/1988,1.86,82,68
USC00447338,"ROCKY MOUNT, VA US",7/22/1988,1.2,89,68
USC00444044,"HOLLAND 1 E, VA US",7/22/1988,0.04,89,71
USC00448829,"WALKERTON 2 NW, VA US",7/23/1988,2.2,83,70
USC00442208,"DALE ENTERPRISE, VA US",7/23/1988,0.02,77,64
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/23/1988,0,84,64
USC00447338,"ROCKY MOUNT, VA US",7/23/1988,0.03,85,68
USC00444044,"HOLLAND 1 E, VA US",7/23/1988,0.03,77,71
USC00448829,"WALKERTON 2 NW, VA US",7/24/1988,0.02,84,70
USC00442208,"DALE ENTERPRISE, VA US",7/24/1988,0.07,85,58
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/24/1988,0.01,76,59
USC00447338,"ROCKY MOUNT, VA US",7/24/1988,0.1,78,60
USC00444044,"HOLLAND 1 E, VA US",7/24/1988,1.2,83,69
USC00448829,"WALKERTON 2 NW, VA US",7/25/1988,0,89,65
USC00442208,"DALE ENTERPRISE, VA US",7/25/1988,0.02,86,59
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/25/1988,0,84,58
USC00447338,"ROCKY MOUNT, VA US",7/25/1988,0,87,63
USC00444044,"HOLLAND 1 E, VA US",7/25/1988,0,88,67
USC00448829,"WALKERTON 2 NW, VA US",7/26/1988,0,89,64
USC00442208,"DALE ENTERPRISE, VA US",7/26/1988,0.48,86,64
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/26/1988,0.51,84,64
USC00447338,"ROCKY MOUNT, VA US",7/26/1988,0,88,63
USC00444044,"HOLLAND 1 E, VA US",7/26/1988,0,91,69
USC00448829,"WALKERTON 2 NW, VA US",7/27/1988,0.31,88,68
USC00442208,"DALE ENTERPRISE, VA US",7/27/1988,0.08,78,63
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/27/1988,0.03,83,64
USC00447338,"ROCKY MOUNT, VA US",7/27/1988,0.55,85,65
USC00444044,"HOLLAND 1 E, VA US",7/27/1988,0,89,72
USC00448829,"WALKERTON 2 NW, VA US",7/28/1988,1.28,86,68
USC00442208,"DALE ENTERPRISE, VA US",7/28/1988,0,87,62
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/28/1988,0.12,79,62
USC00447338,"ROCKY MOUNT, VA US",7/28/1988,0.71,83,63
USC00444044,"HOLLAND 1 E, VA US",7/28/1988,0.47,90,68
USC00448829,"WALKERTON 2 NW, VA US",7/29/1988,0.03,91,68
USC00442208,"DALE ENTERPRISE, VA US",7/29/1988,0,92,61
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/29/1988,0,85,59
USC00447338,"ROCKY MOUNT, VA US",7/29/1988,0,87,60
USC00444044,"HOLLAND 1 E, VA US",7/29/1988,0,86,66
